show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;cover_url;imdb_id;tmdb_id;tmdb_popularity;tmdb_score;tmdb_votes
tmdb_362150;Movie;Vedalam;Siva;Ajith Kumar, Shruti Haasan, Lakshmi Menon, Soori, Thambi Ramaiah, Ashwin Kakumanu, Rahul Dev, Aniket Chouhan, Vidyullekha Raman, Balasaravanan;IN;2015-11-10;2015;PG-13;156 min;Action;Ganesh, a cab driver and a doting brother to his sister Tamizh, is hunting down three notorious criminals in Kolkata. Who is he actually and what's his motive?;https://image.tmdb.org/t/p/w500/cily2czYaIla7RoPQc8L1KO948e.jpg;tt5178278;362150;22.2601;5.8;54
tmdb_216015;Movie;Fifty Shades of Grey;Sam Taylor-Johnson;Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk, Luke Grimes, Marcia Gay Harden, Rita Ora, Max Martini, Callum Keith Rennie;US;2015-02-11;2015;PG-13;125 min;Drama, Romance, Thriller;When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.;https://image.tmdb.org/t/p/w500/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg;tt2322441;216015;20.5557;5.874;12233
tmdb_150540;Movie;Inside Out;Pete Docter;Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone;US;2015-06-17;2015;PG-13;95 min;Animation, Family, Adventure, Drama, Comedy;When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.;https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg;tt2096673;150540;18.4449;7.909;23099
tmdb_99861;Movie;Avengers: Age of Ultron;Joss Whedon;Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner, James Spader, Samuel L. Jackson, Don Cheadle, Aaron Taylor-Johnson;US;2015-04-22;2015;PG-13;141 min;Action, Adventure, Science Fiction;When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.;https://image.tmdb.org/t/p/w500/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg;tt2395427;99861;16.2681;7.271;24045
tmdb_76341;Movie;Mad Max: Fury Road;George Miller;Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Zoë Kravitz, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee;AU, US;2015-05-13;2015;PG-13;121 min;Action, Adventure, Science Fiction;An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.;https://image.tmdb.org/t/p/w500/hA2ple9q4qnwxp3hKVNhroipsir.jpg;tt1392190;76341;15.3538;7.629;23689
tmdb_387824;Movie;Mom's Friend;Myeong Seok Hwan;Heo Ye-chang, Hee-jeong, Yeong Ah, Kim Woon, Jeon Ji-hak, Jo Yong-bok, Kim Mi-na, Jeon Hyeon-soo, Kim Moon-jong;KR;2015-08-20;2015;PG-13;91 min;Drama;Seong Soo, a twenty years old boy, decided to move to Seoul after being accepted into Seoul University. However, he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover, it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her.;https://image.tmdb.org/t/p/w500/eLEqhVjleFUgxYWtgIgZ0gHdi3o.jpg;;387824;13.75;7.0;24
tmdb_150689;Movie;Cinderella;Kenneth Branagh;Lily James, Cate Blanchett, Richard Madden, Stellan Skarsgård, Holliday Grainger, Sophie McShera, Derek Jacobi, Helena Bonham Carter, Nonso Anozie, Ben Chaplin;GB, US;2015-03-06;2015;PG-13;105 min;Romance, Fantasy, Family, Drama;When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.;https://image.tmdb.org/t/p/w500/j91LJmcWo16CArFOoapsz84bwxb.jpg;tt1661199;150689;12.6425;6.8;7303
tmdb_135397;Movie;Jurassic World;Colin Trevorrow;Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins, Nick Robinson, Jake Johnson, Omar Sy, BD Wong, Judy Greer;US;2015-06-06;2015;PG-13;124 min;Action, Adventure, Science Fiction, Thriller;Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.;https://image.tmdb.org/t/p/w500/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg;tt0369610;135397;12.6185;6.7;21252
tmdb_387848;Movie;Buddy's Mom;Kong Ja-kwan;Kim Young-sam, Ah Ri, Kim Hae-jin, Park Cho-hyeon, Kim Jae-rok, Lee Jeong-gil, Kim Dae-beom;KR;2015-11-12;2015;PG-13;101 min;Drama, Romance;20-year-old Kyeong-soo is a man who's full of assumptions. He learned about sex from Internet porn, but nothing about the real thing. He's only had crushes and has never even kissed before. He got embarrassed when he confessed his feelings to Ji-yeon, his crush. He comforted himself from the shame with Japanese girls in his room with his right hand. One day, he has a fight with his father and remembers his friend Baek-hyeon had invited him over to Gangwon-do. There he falls in love with his friends' mother.;https://image.tmdb.org/t/p/w500/5JDVEZN0v3e9xMzZbZ92fC7HaQi.jpg;tt6571010;387848;12.6173;5.7;14
tmdb_273477;Movie;Scouts Guide to the Zombie Apocalypse;Christopher Landon;Tye Sheridan, Sarah Dumont, Logan Miller, Joey Morgan, Patrick Schwarzenegger, David Koechner, Hiram A. Murray, Cloris Leachman, Halston Sage, Blake Anderson;US;2015-10-23;2015;PG-13;93 min;Comedy, Horror;Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.;https://image.tmdb.org/t/p/w500/lUKvvSnjFlazrdh6wyHxHrdMknD.jpg;tt1727776;273477;12.3705;6.559;2068
tmdb_693979;Movie;The Secret Game of the Immoral Wife;Hideo Jojo;Iori Kogawa, Ren Fukusaki, Moe Sakura, Takahito Asagi, Yasunori Tanaka, Manzo Shinra, Jun Sawamura, Funjin Kubo, Youdai Hashimoto, Atsushi Hida;JP;2015-12-18;2015;PG-13;71 min;Mystery, Romance, Drama;From the first moment, Haruo saw Makoto in a busy street crossing, it was love at first sight. He spent five years stalking her and looking at her in her house through binoculars from his apartment across the street. Watching Makoto’s seemingly perfect life with her husband became a daily habit for him. He even mastered lip-reading in order to act out conversations with her. One day. Haruo witnesses Makoto’s husband, Mikiya, having sex with another woman. To expose her cheating husband’s lies, Haruo takes photos of the incident and sends them to Makoto, along with a letter, However, when she receives the photos, she throws them away without any reaction, and their normal husband-and-wife routine resumes as if nothing happened. [Exists in 2 versions: the original R18 version, and the R15 edit version];https://image.tmdb.org/t/p/w500/euDNoIcpeW69gJBUYktR0hewq47.jpg;tt5306218;693979;12.0948;4.0;3
tmdb_273248;Movie;The Hateful Eight;Quentin Tarantino;Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier;US;2015-12-25;2015;PG-13;188 min;Drama, Mystery, Western;Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.;https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg;tt3460252;273248;11.643;7.755;14945
tmdb_286217;Movie;The Martian;Ridley Scott;Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Sean Bean, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor;US;2015-09-30;2015;PG-13;141 min;Drama, Adventure, Science Fiction;During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.;https://image.tmdb.org/t/p/w500/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg;tt3659388;286217;11.6352;7.691;20765
tmdb_87101;Movie;Terminator Genisys;Alan Taylor;Emilia Clarke, Jai Courtney, Arnold Schwarzenegger, Jason Clarke, Matt Smith, J.K. Simmons, Lee Byung-hun, Dayo Okeniyi, Courtney B. Vance, Michael Gladis;US, CA;2015-06-23;2015;PG-13;126 min;Science Fiction, Action, Thriller, Adventure;"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.";https://image.tmdb.org/t/p/w500/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg;tt1340138;87101;11.4969;5.947;8813
tmdb_281957;Movie;The Revenant;Alejandro González Iñárritu;Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Duane Howard, Arthur Redcloud, Melaw Nakehk'o, Grace Dove, Lukas Haas;CA, HK, TW, US;2015-12-25;2015;PG-13;157 min;Western, Drama, Adventure;In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.;https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg;tt1663202;281957;11.4349;7.539;18952
tmdb_257344;Movie;Pixels;Chris Columbus;Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage, Josh Gad, Matt Lintz, Brian Cox, Denis Akiyama, Sean Bean, Jane Krakowski;CN, FR, IN, US;2015-07-16;2015;PG-13;106 min;Action, Comedy, Science Fiction, Fantasy;Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.;https://image.tmdb.org/t/p/w500/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg;tt2120120;257344;11.3072;5.765;7901
tmdb_168259;Movie;Furious 7;James Wan;Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Jordana Brewster, Jason Statham, Kurt Russell, Nathalie Emmanuel;US;2015-04-01;2015;PG-13;139 min;Action, Crime, Thriller;Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.;https://image.tmdb.org/t/p/w500/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg;tt2820852;168259;11.0018;7.218;11102
tmdb_206647;Movie;Spectre;Sam Mendes;Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes, Monica Bellucci, Ben Whishaw, Naomie Harris, Dave Bautista, Andrew Scott, Rory Kinnear;GB, US;2015-10-26;2015;PG-13;148 min;Action, Adventure, Thriller;A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.;https://image.tmdb.org/t/p/w500/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg;tt2379713;206647;10.9257;6.565;11008
tmdb_140607;Movie;Star Wars: The Force Awakens;J.J. Abrams;Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson;US;2015-12-15;2015;PG-13;136 min;Adventure, Action, Science Fiction;Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.;https://image.tmdb.org/t/p/w500/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg;tt2488496;140607;10.7898;7.253;20225
tmdb_270303;Movie;It Follows;David Robert Mitchell;Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe, Bailey Spry, Carollette Phillips, Loren Bass, Charles Gertner;US;2015-02-04;2015;PG-13;101 min;Horror, Mystery;A young woman is followed by an unknown supernatural force after a sexual encounter.;https://image.tmdb.org/t/p/w500/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg;tt3235888;270303;10.6872;6.586;6772
tmdb_214756;Movie;Ted 2;Seth MacFarlane;Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth, Giovanni Ribisi, Morgan Freeman, Sam J. Jones, Patrick Warburton, Michael Dorn, Bill Smitrovich;US;2015-06-25;2015;PG-13;115 min;Comedy, Fantasy;Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.;https://image.tmdb.org/t/p/w500/38C91I7Xft0gyY7BITm8i4yvuRb.jpg;tt2637276;214756;10.54;6.314;7849
tmdb_273481;Movie;Sicario;Denis Villeneuve;Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal, Daniel Kaluuya, Jeffrey Donovan, Raoul Max Trujillo, Julio Cesar Cedillo, Hank Rogerson;US, MX, HK;2015-09-17;2015;PG-13;122 min;Action, Crime, Thriller;An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.;https://image.tmdb.org/t/p/w500/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg;tt3397884;273481;10.3701;7.415;9287
tmdb_207703;Movie;Kingsman: The Secret Service;Matthew Vaughn;Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson, Sofia Boutella, Michael Caine, Edward Holcroft, Hanna Alström, Samantha Womack;GB, US;2015-01-24;2015;PG-13;129 min;Crime, Comedy, Action, Adventure;The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.;https://image.tmdb.org/t/p/w500/r6q9wZK5a2K51KFj4LWVID6Ja1r.jpg;tt2802144;207703;10.346;7.62;17529
tmdb_335117;Movie;Delicious Delivery;Gi Dae-ho;Song Gi-joon, Son Ga-ram, Jeon Eun-jin, Ban Hee, Jeon Ye-eun, Lee Ye-eun, Bae Geon-sik, Jeon Ji-hak, Kim Mi-na, Han Chae-you;KR;2015-04-02;2015;PG-13;84 min;Romance;A delivery boy gives it his all while delivering packages!  Will he be able to find real love in his erotic delivery life?  Im Hyeok is a handsome boy who gets dumped by his girlfriend and takes a break from school after his father goes bankrupt. He starts working as a delivery boy and his life changes completely. He provides other services to women who have nothing else to look forward to in their lives besides wait for their package to arrive.  The women in an apartment complex become a group and share Im Hyeok with each other. They include his sexy ex-girlfriend Hee-seon and innocent girl Tae-hee. The 5 sensual life between the five women and Im Hyeok starts now.Delicious Delivery;https://image.tmdb.org/t/p/w500/pbU2UBygdGERFZkGLRXXYlj4aVz.jpg;tt19316492;335117;10.1085;4.143;7
tmdb_323260;Movie;The Gigolo;Amen Au Cheuk-Man;Dominic Ho Hou-Man, Candy Yuen, Jeana Ho Pui-Yu, Hazel Tong Chi-Yui, Winnie Leung Man-Yee, Pal Sinn Lap-Man, Angelina Lo, Elena Kong Mei-Yee, Tony Ho, Ricky Wong Chun-Tong;HK;2015-01-29;2015;PG-13;97 min;Romance, Drama, Comedy;Fung looks like a super-heartthrob and was born with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…;https://image.tmdb.org/t/p/w500/v0YIyJc5EtAGciCZsvqsW2QPRAr.jpg;tt4539508;323260;9.668;5.4;44
tmdb_357096;Movie;I Spit on Your Grave III: Vengeance Is Mine;Richard Schenkman;Sarah Butler, Jennifer Landon, Jeff Branson, Harley Jane Kozak, Karen Strassman, Alissa Juvan, Megan Raich, Doug McKeon, Gabriel Hogan, Michelle Hurd;US;2015-10-01;2015;PG-13;91 min;Horror, Thriller;Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.;https://image.tmdb.org/t/p/w500/jG5GDIcqiqHXkvINZSjyzBUO2vH.jpg;tt4530884;357096;9.4588;5.776;1035
tmdb_370964;Movie;I Am Dragon;Indar Dzhendubaev;Mariya Poezzhaeva, Matvey Lykov, Stanislav Lyubshin, Pyotr Romanov, Andrey Lebedinsky, Aleksandr Luchinin, Viktoriya Runtsova, Marta Timofeeva, Vladimir Kropotov, Yola Sanko;RU;2015-12-03;2015;PG-13;110 min;Fantasy, Romance;In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.;https://image.tmdb.org/t/p/w500/9R9mwkXs0W78WMzh4M1yFP7v7RP.jpg;tt4057376;370964;9.3818;7.2;404
tmdb_257211;Movie;The Intern;Nancy Meyers;Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner, Andrew Rannells, Adam Devine, Zack Pearlman, Jason Orley, Christina Scherer;US;2015-09-23;2015;PG-13;121 min;Comedy;70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.;https://image.tmdb.org/t/p/w500/bTQ46fupPbjBfFBHuzfD3hxxL0Q.jpg;tt2361509;257211;9.1282;7.227;7146
tmdb_300168;Movie;Dragon Blade;Daniel Lee;Jackie Chan, John Cusack, Adrien Brody, Sharni Vinson, Kevin Lee, Robert Peoples, Tomer Oz, Alfred Hsing, Max Huang, Sammy Hung Tin-Chiu;HK, CN;2015-02-19;2015;PG-13;127 min;Adventure, History, Action, Fantasy;Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.;https://image.tmdb.org/t/p/w500/m5yyMErIDbdzVLIDXVBG6EzM1oF.jpg;tt3672840;300168;9.0639;6.407;613
tmdb_399905;Movie;Female War: A Nasty Deal;No Zin-soo;Kim Sun-young, Dong Bang-woo, Lee Se-chang, Jung Seo-yoon, Lee Sung-jae, Kim Dong-seok, Kim Bong-soo, Park Jeong-wan, Kim Hee-yeol;KR;2015-09-27;2015;PG-13;110 min;Drama, Romance;Painter Ha-rim became blind due to an unfortunate accident. His wife Sun-yeong searches far and low for a cornea donor until she meets terminal cancer patient Dae-geun. These two make a startling and dangerous deal for Ha-rim's cornea.;https://image.tmdb.org/t/p/w500/2xUNRZwprvVwfx12WR1rRXoohSi.jpg;tt6892018;399905;9.0483;5.727;33
tmdb_158852;Movie;Tomorrowland;Brad Bird;Britt Robertson, George Clooney, Raffey Cassidy, Hugh Laurie, Tim McGraw, Chris Bauer, Shiloh Nelson, Kathryn Hahn, Keegan-Michael Key, Thomas Robinson;US;2015-05-19;2015;PG-13;130 min;Adventure, Family, Mystery, Science Fiction;"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""";https://image.tmdb.org/t/p/w500/kziYpr5Nfw60P0My8aj1sgCEqed.jpg;tt1964418;158852;8.967;6.29;7244
tmdb_102899;Movie;Ant-Man;Peyton Reed;Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Anthony Mackie, Judy Greer, Abby Ryder Fortson, Michael Peña, David Dastmalchian;US;2015-07-14;2015;PG-13;117 min;Science Fiction, Action, Adventure;Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.;https://image.tmdb.org/t/p/w500/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg;tt0478970;102899;8.6712;7.066;20564
tmdb_294254;Movie;Maze Runner: The Scorch Trials;Wes Ball;Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito, Ki Hong Lee, Dexter Darden, Rosa Salazar, Patricia Clarkson, Aidan Gillen, Barry Pepper;US;2015-09-09;2015;PG-13;131 min;Science Fiction, Action, Thriller, Adventure;Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.;https://image.tmdb.org/t/p/w500/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg;tt4046784;294254;8.5011;6.732;10840
tmdb_312221;Movie;Creed;Ryan Coogler;Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashād, Andre Ward, Tony Bellew, Ritchie Coster, Jacob 'Stitch' Duran, Graham McTavish, Malik Bazille;US;2015-11-25;2015;PG-13;133 min;Drama, Action;The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.;https://image.tmdb.org/t/p/w500/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg;tt3076658;312221;8.4262;7.404;7804
tmdb_177677;Movie;Mission: Impossible - Rogue Nation;Christopher McQuarrie;Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames, Sean Harris, Simon McBurney, Zhang Jingchu, Tom Hollander, Jens Hultén;US;2015-07-28;2015;PG-13;131 min;Action, Adventure;Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.;https://image.tmdb.org/t/p/w500/fRJLXQBHK2wyznK5yZbO7vmsuVK.jpg;tt2381249;177677;8.4102;7.22;9486
tmdb_166424;Movie;Fantastic Four;Josh Trank;Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell, Toby Kebbell, Reg E. Cathey, Tim Blake Nelson, Tim Heidecker, Joshua Montes, Dan Castellaneta;GB, DE, US;2015-08-05;2015;PG-13;100 min;Action, Adventure, Science Fiction;Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.;https://image.tmdb.org/t/p/w500/cDroz5qSlP8xZ6tOpeYoPkBvKyL.jpg;tt1502712;166424;8.3304;4.437;6312
tmdb_254128;Movie;San Andreas;Brad Peyton;Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi, Paul Giamatti, Hugo Johnstone-Burt, Art Parkinson, Will Yun Lee, Kylie Minogue;CA, US, AU;2015-05-27;2015;PG-13;114 min;Action, Drama, Thriller;In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.;https://image.tmdb.org/t/p/w500/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg;tt2126355;254128;8.3228;6.244;8873
tmdb_198184;Movie;Chappie;Neill Blomkamp;Sharlto Copley, Dev Patel, Hugh Jackman, Ninja, Yo-Landi Visser, Sigourney Weaver, Chris Shields, Anderson Cooper, Jose Pablo Cantillo, Brandon Auret;US, ZA, MX;2015-03-04;2015;PG-13;120 min;Crime, Action, Science Fiction;Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.;https://image.tmdb.org/t/p/w500/uuDUpzlMFomdSfNWlpEPS9nVZWV.jpg;tt1823672;198184;8.3096;6.785;8299
tmdb_131634;Movie;The Hunger Games: Mockingjay - Part 2;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland;DE, US;2015-11-18;2015;PG-13;137 min;Action, Adventure, Science Fiction;As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all.;https://image.tmdb.org/t/p/w500/lImKHDfExAulp16grYm8zD5eONE.jpg;tt1951266;131634;8.2542;6.901;13117
tmdb_377579;Movie;Gatao;Joe Lee;Alien Huang, Sunny Wang, Peng Sun, Tsai Chen-Nan, Yen Cheng-kuo, Christina Mok, Christopher Ni, Jack Kao, He Yi-Hang, Grace Chen Shu-Fang;TW;2015-07-05;2015;PG-13;104 min;Crime, Action;Qing Feng is the top lieutenant under gang boss Yong. Three years ago, his good friend Xiong went to jail for him in the name of brotherhood. Upon his return, Xiong is immediately favored by Yong, which plants a growing rift in his friendship with Qing Feng. Over on the rival gang side, U.S.-educated Michael returns to Taiwan to take over for his late father and applies ruthless business strategies to expand his turf. With his eyes set on a profitable property development project, Michael will stop at nothing to eliminate Yong and take over his turf.;https://image.tmdb.org/t/p/w500/3EsFGbd9ZjWwZeNiUl0ghm71h21.jpg;tt6159026;377579;8.2471;5.857;7
tmdb_370986;Movie;Akhil;V. V. Vinayak;Akhil Akkineni, Sayesha Saigal, Brahmanandam, Byron Gibson, Rajendra Prasad, Vennela Kishore, Mahesh Manjrekar, Jayaprakash Reddy, Hema, Nagarjuna Akkineni;IN;2015-11-11;2015;PG-13;130 min;Action, Fantasy, Romance;A cruel business official attacks a tribal village for a stone which the people treat it as something special a guy who thinks he is somehow related to the stone comes to their aid.;https://image.tmdb.org/t/p/w500/lEiY6jtaHtVE5hpJTzJ2Mpl4XmH.jpg;tt4974356;370986;8.1545;3.5;11
tmdb_262500;Movie;Insurgent;Robert Schwentke;Shailene Woodley, Theo James, Miles Teller, Kate Winslet, Ansel Elgort, Zoë Kravitz, Jai Courtney, Ray Stevenson, Naomi Watts, Octavia Spencer;US;2015-03-18;2015;PG-13;119 min;Action, Science Fiction, Thriller;Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.;https://image.tmdb.org/t/p/w500/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg;tt2908446;262500;8.0039;6.364;10299
tmdb_105864;Movie;The Good Dinosaur;Peter Sohn;Frances McDormand, Raymond Ochoa, Jeffrey Wright, Steve Zahn, Sam Elliott, Anna Paquin, John Ratzenberger, A.J. Buckley, Marcus Scribner, Peter Sohn;US;2015-11-14;2015;PG-13;93 min;Adventure, Animation, Family;An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.;https://image.tmdb.org/t/p/w500/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg;tt1979388;105864;7.9983;6.738;5878
